listing_title,listing_category,short_description,description,website,phone,fax,email,listing_tags,address,zip_code,username,sequence_id
Dr. Lawrence Kherr Hsien Lau,Specialists;Cardiology,"Cardiology · 40 Ruskin St, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin St, Ottawa, K1Y 4W7
Phone: (613) 696-7000
Fax: (613) 696-7127
Languages: En",,(613) 696-7000,(613) 696-7127,,Cardiology;En,"40 Ruskin St, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-1a9b1e166ede7999
Dr. Lloyd James Duchesne,Specialists;Cardiology,"Cardiology · University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7
Phone: (613) 696-7277
Fax: (613) 696-7132
Languages: En",,(613) 696-7277,(613) 696-7132,,Cardiology;En,"University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-846bd64c1a002e09
Dr. Luc Michel Beauchesne,Specialists;Cardiology,"Cardiology · University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7
Phone: (613) 696-7330
Languages: En, Fr",,(613) 696-7330,,,"Cardiology;En, Fr","University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-ba70b9e947e0ed37
Dr. Marino Labinaz,Specialists;Cardiology,"Cardiology · 40 Ruskin Street, University of Ottawa Heart Insitute, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin Street, University of Ottawa Heart Insitute, Ottawa, K1Y 4W7
Phone: (613) 696-7296
Fax: (613) 696-7131
Languages: En, Italian",,(613) 696-7296,(613) 696-7131,,"Cardiology;En, Italian","40 Ruskin Street, University of Ottawa Heart Insitute, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-9ca6c01a3d422888
Dr. Martin Stephen Green,Specialists;Cardiology,"Cardiology · University of Ottawa, Heart Institute, Room H-1285, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: University of Ottawa, Heart Institute, Room H-1285, Ottawa, K1Y 4W7
Phone: (613) 696-7270
Fax: (613) 696-7124
Languages: En",,(613) 696-7270,(613) 696-7124,,Cardiology;En,"University of Ottawa, Heart Institute, Room H-1285, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-9fdd44a87555c0d1
Dr. Mehrdad Golian,Specialists;Cardiology,"Cardiology · University Ottawa Heart Institute, Division of Cardiology, 40 Rue Ruskin Street, Ottawa, K1Y4W7","Specialty: Cardiology
Location: University Ottawa Heart Institute, Division of Cardiology, 40 Rue Ruskin Street, Ottawa, K1Y4W7
Phone: (613) 696-7271
Fax: (613) 696-7123
Languages: Persian, En",,(613) 696-7271,(613) 696-7123,,"Cardiology;Persian, En","University Ottawa Heart Institute, Division of Cardiology, 40 Rue Ruskin Street, Ottawa, K1Y4W7",K1Y,Sana,opc-specialist-f3d6e075db4c6e78
Dr. Michael Pierre Volker Froeschl,Specialists;Cardiology,"Cardiology · 40 Ruskin Street, University of Ottawa Heart Institute, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin Street, University of Ottawa Heart Institute, Ottawa, K1Y 4W7
Phone: (613) 696-7318
Fax: (613) 696-7244
Languages: En, Fr, German",,(613) 696-7318,(613) 696-7244,,"Cardiology;En, Fr, German","40 Ruskin Street, University of Ottawa Heart Institute, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-0f7b4eee17e73a6b
Dr. Nadine Mylene Gauthier,Specialists;Cardiology,"Cardiology · The Ottawa Hospital, Division of Cardiology, 501Smyth Road, Ottawa, K1H 8L6","Specialty: Cardiology
Location: The Ottawa Hospital, Division of Cardiology, 501Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8165
Fax: (613) 739-6727
Languages: En, Fr",,(613) 737-8165,(613) 739-6727,,"Cardiology;En, Fr","The Ottawa Hospital, Division of Cardiology, 501Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-09d52d89ab2df300
Dr. Omar Abdel-Zaher Kamal Abdel-Razek,Specialists;Cardiology,"Cardiology · University of Ottawa, Heart Institute, Division of Cardiology, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: University of Ottawa, Heart Institute, Division of Cardiology, Ottawa, K1Y 4W7
Phone: (613) 696-7232
Fax: (613) 696-7126
Languages: En",,(613) 696-7232,(613) 696-7126,,Cardiology;En,"University of Ottawa, Heart Institute, Division of Cardiology, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-c86297936e67e337
Dr. Pascal Theriault Lauzier,Specialists;Cardiology,"Cardiology · University of Ottawa Heart, Institute, Division of Cardiology, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: University of Ottawa Heart, Institute, Division of Cardiology, Ottawa, K1Y 4W7
Phone: (613) 696-7000
Languages: En, Fr",,(613) 696-7000,,,"Cardiology;En, Fr","University of Ottawa Heart, Institute, Division of Cardiology, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-52146ad2341cc6c7
Dr. Peter Pi Liu,Specialists;Cardiology,"Cardiology · University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7
Phone: (613) 696-7000
Fax: (613) 696-7138
Languages: En, Chinese",,(613) 696-7000,(613) 696-7138,,"Cardiology;En, Chinese","University of Ottawa, Heart Institute, 40 Ruskin Street, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-47ce45309a05d4f7
Dr. Rebecca Crosier,Specialists;Cardiology,"Cardiology · 501 Smyth Road, Ottawa General Hospital, Cardiology/Medicine, Ottawa, K1H 8M2","Specialty: Cardiology
Location: 501 Smyth Road, Ottawa General Hospital, Cardiology/Medicine, Ottawa, K1H 8M2
Phone: (613) 722-7000
Languages: En",,(613) 722-7000,,,Cardiology;En,"501 Smyth Road, Ottawa General Hospital, Cardiology/Medicine, Ottawa, K1H 8M2",K1H,Sana,opc-specialist-d33dfb8b0dfe5426
Dr. Rebecca Thomas Mathew,Specialists;Cardiology;Critical Care Medicine,"Cardiology · 40 Ruskin St, The University of Ottawa Heart Institute, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin St, The University of Ottawa Heart Institute, Ottawa, K1Y 4W7
Phone: (613) 696-7406
Fax: (613) 696-7248
Languages: En",,(613) 696-7406,(613) 696-7248,,Cardiology;En;Critical Care Medicine,"40 Ruskin St, The University of Ottawa Heart Institute, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-ebb241e490aaa7cf
Dr. Rene Godbout Boudreau,Specialists;Cardiology,"Cardiology · Adult Cardiology Training Program, University of Ottawa Heart, 40 Ruskin Street, Ottawa, K1H 8M5","Specialty: Cardiology
Location: Adult Cardiology Training Program, University of Ottawa Heart, 40 Ruskin Street, Ottawa, K1H 8M5
Phone: (613) 737-8890
Languages: En, Fr",,(613) 737-8890,,,"Cardiology;En, Fr","Adult Cardiology Training Program, University of Ottawa Heart, 40 Ruskin Street, Ottawa, K1H 8M5",K1H,Sana,opc-specialist-e6820c68fdfea33f
Dr. Renee Cynthia Hessian,Specialists;Cardiology,"Cardiology · 40 Ruskin Street, ottawa heart institute, Cardiology, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin Street, ottawa heart institute, Cardiology, Ottawa, K1Y 4W7
Phone: (613) 696-7058
Languages: En",,(613) 696-7058,,,Cardiology;En,"40 Ruskin Street, ottawa heart institute, Cardiology, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-79c3ee317087a014
Dr. Rob Stewart Buzzicott Beanlands,Specialists;Cardiology,"Cardiology · 40 Ruskin Street, University of Ottawa Heart Institute, President & CEO Office, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin Street, University of Ottawa Heart Institute, President & CEO Office, Ottawa, K1Y 4W7
Phone: (613) 696-7211
Languages: En",,(613) 696-7211,,,Cardiology;En,"40 Ruskin Street, University of Ottawa Heart Institute, President & CEO Office, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-c4c457f4b0c94889
Dr. Ronald Melvin Vexler,Specialists;Cardiology,"Cardiology · 234 Daniel Ave, Ottawa, K1Y 0C8","Specialty: Cardiology
Location: 234 Daniel Ave, Ottawa, K1Y 0C8
Phone: (613) 720-1459
Languages: En, Fr",,(613) 720-1459,,,"Cardiology;En, Fr","234 Daniel Ave, Ottawa, K1Y 0C8",K1Y,Sana,opc-specialist-dd162e57301f532d
Dr. Simon Parlow,Specialists;Cardiology;Critical Care Medicine,"Cardiology · 40 Ruskin Street, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin Street, Ottawa, K1Y 4W7
Phone: (613) 539-1500
Languages: En",,(613) 539-1500,,,Cardiology;En;Critical Care Medicine,"40 Ruskin Street, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-2b555fa96ec32e23
Dr. Thi Kim Hanh Nguyen,Specialists;Cardiology,"Cardiology · 40 Ruskin Street, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: 40 Ruskin Street, Ottawa, K1Y 4W7
Phone: (613) 696-7000
Languages: En, Fr, Vietnamese",,(613) 696-7000,,,"Cardiology;En, Fr, Vietnamese","40 Ruskin Street, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-f8e9d584c8033887
Dr. kwan leung chan,Specialists;Cardiology,"Cardiology · University of Ottawa Heart, Institute, 40 Ruskin Street, Ottawa, K1Y 4W7","Specialty: Cardiology
Location: University of Ottawa Heart, Institute, 40 Ruskin Street, Ottawa, K1Y 4W7
Phone: (613) 696-7337
Fax: (613) 696-7127
Languages: Chinese, En",,(613) 696-7337,(613) 696-7127,,"Cardiology;Chinese, En","University of Ottawa Heart, Institute, 40 Ruskin Street, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-d2afbe6e917d2db3
Dr. Alexandre Minh Quang Tran,Specialists;Critical Care Medicine;General Surgery,"Critical Care Medicine · 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Critical Care Medicine
Location: 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,Critical Care Medicine;En;General Surgery,"1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-edb245bb532bd250
Dr. Brett Nolan Hryciw,Specialists;Critical Care Medicine,"Critical Care Medicine · The Ottawa Hospital - General Campus — 501 Smyth Rd, Department of Critical Care, Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: The Ottawa Hospital - General Campus — 501 Smyth Rd, Department of Critical Care, Ottawa, K1H 8L6
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,Critical Care Medicine;En,"The Ottawa Hospital - General Campus — 501 Smyth Rd, Department of Critical Care, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-e6fee04d12e67f31
Dr. Dalibor Kubelik,Specialists;Critical Care Medicine;General Surgery;Vascular Surgery,"Critical Care Medicine · The Ottawa Hospital - Civic Campus — 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Critical Care Medicine
Location: The Ottawa Hospital - Civic Campus — 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 737-8899
Fax: (613) 761-5362
Languages: En",,(613) 737-8899,(613) 761-5362,,Critical Care Medicine;En;General Surgery;Vascular Surgery,"The Ottawa Hospital - Civic Campus — 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-bfd66f9ab2004d8e
Dr. Edward George Clark,Specialists;Critical Care Medicine;Nephrology,"Critical Care Medicine · The Ottawa Hospital - Riverside Campus — Division of Nephrology, Ottawa, K1H 7W9","Specialty: Critical Care Medicine
Location: The Ottawa Hospital - Riverside Campus — Division of Nephrology, Ottawa, K1H 7W9
Phone: (613) 738-8400
Fax: (613) 738-8337
Languages: En",,(613) 738-8400,(613) 738-8337,,Critical Care Medicine;En;Nephrology,"The Ottawa Hospital - Riverside Campus — Division of Nephrology, Ottawa, K1H 7W9",K1H,Sana,opc-specialist-3efbcd78000482b7
Dr. Erin Alexandra Rosenberg,Specialists;Critical Care Medicine,"Critical Care Medicine · The Ottawa Hospital, General Campus, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: The Ottawa Hospital, General Campus, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8701
Languages: En",,(613) 737-8701,,,Critical Care Medicine;En,"The Ottawa Hospital, General Campus, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-4ec5bf339a738803
Dr. Gianni Ercole D'Egidio,Specialists;Critical Care Medicine,"Critical Care Medicine · The Ottawa Hospital General Campus, Department of Medicine, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: The Ottawa Hospital General Campus, Department of Medicine, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8688
Languages: En",,(613) 737-8899,(613) 737-8688,,Critical Care Medicine;En,"The Ottawa Hospital General Campus, Department of Medicine, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-aca4c755b141ec49
Dr. Hilary Erin Meggison,Specialists;Critical Care Medicine;Endocrinology,"Critical Care Medicine · Division of Critical Care Medicine, The Ottawa Hospital Civic Campus, C2264-1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Critical Care Medicine
Location: Division of Critical Care Medicine, The Ottawa Hospital Civic Campus, C2264-1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,Critical Care Medicine;En;Endocrinology,"Division of Critical Care Medicine, The Ottawa Hospital Civic Campus, C2264-1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-5259728908f8afbd
Dr. Jacinthe Lampron,Specialists;Critical Care Medicine;General Surgery,"Critical Care Medicine · 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Critical Care Medicine
Location: 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En, Fr",,(613) 798-5555,,,"Critical Care Medicine;En, Fr;General Surgery","1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-5a0ae0e73945a4da
Dr. James Andrew Downar,Specialists;Critical Care Medicine;Palliative Care,"Critical Care Medicine · 60 Cambridge St. N., Suite B103, Saint-Vincent Hospital - Ottawa, Ottawa, K1R 7A5","Specialty: Critical Care Medicine
Location: 60 Cambridge St. N., Suite B103, Saint-Vincent Hospital - Ottawa, Ottawa, K1R 7A5
Phone: (613) 562-6262
Languages: En, Fr",,(613) 562-6262,,,"Critical Care Medicine;En, Fr;Palliative Care","60 Cambridge St. N., Suite B103, Saint-Vincent Hospital - Ottawa, Ottawa, K1R 7A5",K1R,Sana,opc-specialist-6c3b1c5fe5316bb2
Dr. John Kim,Specialists;Critical Care Medicine,"Critical Care Medicine · Room W2284, General Site, The Ottawa Hospital (TOH), Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: Room W2284, General Site, The Ottawa Hospital (TOH), Ottawa, K1H 8L6
Phone: (613) 737-8899
Languages: En, Fr",,(613) 737-8899,,,"Critical Care Medicine;En, Fr","Room W2284, General Site, The Ottawa Hospital (TOH), Ottawa, K1H 8L6",K1H,Sana,opc-specialist-dae41de1fe8e76e5
Dr. Karl Michael Hartwick,Specialists;Critical Care Medicine,"Critical Care Medicine · Department of Critical Care, The Ottawa Hospital - Civic Campus, 1053 Carling Ave. Room F202, Ottawa, K1Y 4E9","Specialty: Critical Care Medicine
Location: Department of Critical Care, The Ottawa Hospital - Civic Campus, 1053 Carling Ave. Room F202, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 737-8890
Languages: En",,(613) 798-5555,(613) 737-8890,,Critical Care Medicine;En,"Department of Critical Care, The Ottawa Hospital - Civic Campus, 1053 Carling Ave. Room F202, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-398b4cb73d766599
Dr. Kwadwo Sakyi Kyeremanteng,Specialists;Critical Care Medicine,"Critical Care Medicine · The Ottawa Hospital, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: The Ottawa Hospital, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Languages: En, Fr",,(613) 737-8899,,,"Critical Care Medicine;En, Fr","The Ottawa Hospital, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-9bc59535e7603531
Dr. Lana Antoinette Castellucci,Specialists;Critical Care Medicine,"Critical Care Medicine · The Ottawa Hospital, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: The Ottawa Hospital, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,Critical Care Medicine;En,"The Ottawa Hospital, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-1b17e8979a0bf451
Dr. Naomi Edana Niznick,Specialists;Critical Care Medicine;Neurology,"Critical Care Medicine · The Ottawa Hospital Civic Campus, Division of Neurology, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Critical Care Medicine
Location: The Ottawa Hospital Civic Campus, Division of Neurology, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 722-7000
Languages: En, Fr",,(613) 722-7000,,,"Critical Care Medicine;En, Fr;Neurology","The Ottawa Hospital Civic Campus, Division of Neurology, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-0b6468a1d259e498
Dr. Rakesh Vishnu Patel,Specialists;Critical Care Medicine,"Critical Care Medicine · The Ottawa Hospital General Campus, Dept of Critical Care Medicine, Mailbox 207, Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: The Ottawa Hospital General Campus, Dept of Critical Care Medicine, Mailbox 207, Ottawa, K1H 8L6
Phone: (613) 737-9830
Fax: (613) 739-6695
Languages: En, Gujarati",,(613) 737-9830,(613) 739-6695,,"Critical Care Medicine;En, Gujarati","The Ottawa Hospital General Campus, Dept of Critical Care Medicine, Mailbox 207, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-a7728b88c78cd563
Dr. Scott Jeffrey Millington,Specialists;Critical Care Medicine,"Critical Care Medicine · 501 Smyth Road, Box 207, Ottawa, K1H 8L6","Specialty: Critical Care Medicine
Location: 501 Smyth Road, Box 207, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8890
Languages: En, Fr",,(613) 737-8899,(613) 737-8890,,"Critical Care Medicine;En, Fr","501 Smyth Road, Box 207, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-2643b1c021cb50be
Dr. Shane William English,Specialists;Critical Care Medicine,"Critical Care Medicine · The Ottawa Hospital Civic Campus, Department of Critical Care, 1053 Carling Ave, Ottawa, K1Y 4E9","Specialty: Critical Care Medicine
Location: The Ottawa Hospital Civic Campus, Department of Critical Care, 1053 Carling Ave, Ottawa, K1Y 4E9
Phone: (613) 737-8899
Languages: En, Fr",,(613) 737-8899,,,"Critical Care Medicine;En, Fr","The Ottawa Hospital Civic Campus, Department of Critical Care, 1053 Carling Ave, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-284749b5d9885e65
Dr. Andrea Jacqueline Dawson,Specialists;Dermatology,"Dermatology · 380 Hunt Club Rd, Ottawa, K1V 1C1","Specialty: Dermatology
Location: 380 Hunt Club Rd, Ottawa, K1V 1C1
Phone: (613) 248-1010
Fax: (613) 248-1019
Languages: En",,(613) 248-1010,(613) 248-1019,,Dermatology;En,"380 Hunt Club Rd, Ottawa, K1V 1C1",K1V,Sana,opc-specialist-91652ae9c5868696
Dr. Annie Rose Langley,Specialists;Dermatology,"Dermatology · 200-380 Hunt Club Rd, Ottawa, K1V 1C1","Specialty: Dermatology
Location: 200-380 Hunt Club Rd, Ottawa, K1V 1C1
Phone: (613) 248-1010
Languages: En",,(613) 248-1010,,,Dermatology;En,"200-380 Hunt Club Rd, Ottawa, K1V 1C1",K1V,Sana,opc-specialist-a40dc52159e7e16a
Dr. Carly Allison Kirshen,Specialists;Dermatology,"Dermatology · 380 Hunt Club Road, Ottawa, K1V 1C1","Specialty: Dermatology
Location: 380 Hunt Club Road, Ottawa, K1V 1C1
Phone: (613) 248-1010
Fax: (613) 248-1019
Languages: En",,(613) 248-1010,(613) 248-1019,,Dermatology;En,"380 Hunt Club Road, Ottawa, K1V 1C1",K1V,Sana,opc-specialist-4f707d7f117fc3a7
Dr. Christopher Daniel Sibley,Specialists;Dermatology,"Dermatology · Laserderm — 1600 Carling Ave, 6th Floor, Ottawa, K1Z 1G3","Specialty: Dermatology
Location: Laserderm — 1600 Carling Ave, 6th Floor, Ottawa, K1Z 1G3
Phone: (613) 722-4436
Languages: En",,(613) 722-4436,,,Dermatology;En,"Laserderm — 1600 Carling Ave, 6th Floor, Ottawa, K1Z 1G3",K1Z,Sana,opc-specialist-e62a1efc215471a0
Dr. Clare Brigid Dossetor,Specialists;Dermatology,"Dermatology · 381 Kent St, Suite 4001, Ottawa, K2P 2A8","Specialty: Dermatology
Location: 381 Kent St, Suite 4001, Ottawa, K2P 2A8
Languages: En, Fr",,,,,"Dermatology;En, Fr","381 Kent St, Suite 4001, Ottawa, K2P 2A8",K2P,Sana,opc-specialist-aa5065cbbfd63d02
Dr. Dalia Mikhael,Specialists;Dermatology,"Dermatology · 380 Hunt Club Rd, Ottawa, K1V 1C1","Specialty: Dermatology
Location: 380 Hunt Club Rd, Ottawa, K1V 1C1
Phone: (613) 248-1010
Languages: En, Fr",,(613) 248-1010,,,"Dermatology;En, Fr","380 Hunt Club Rd, Ottawa, K1V 1C1",K1V,Sana,opc-specialist-fb190754bf4f38f4
Dr. David James Tsoulis,Specialists;Dermatology,"Dermatology · The Ottawa Hospital - Civic Campus — Division of Dermatology, 737 Parkdale Ave 4th Floor, Ottawa, K1Y 1J8","Specialty: Dermatology
Location: The Ottawa Hospital - Civic Campus — Division of Dermatology, 737 Parkdale Ave 4th Floor, Ottawa, K1Y 1J8
Phone: (613) 761-4689
Fax: (613) 761-4087
Languages: En",,(613) 761-4689,(613) 761-4087,,Dermatology;En,"The Ottawa Hospital - Civic Campus — Division of Dermatology, 737 Parkdale Ave 4th Floor, Ottawa, K1Y 1J8",K1Y,Sana,opc-specialist-e16b36f164a9c799
